IRIweek,SKU#,sales,lagsales,ARSP,APP,ARP,APC,brand,form,formula,size,display,feature,month,season
631,124,0,5,2.258,0,0,0,STP,B,RG,MD,0,0,10,winter
631,125,0,0,3.346,0,0,0,STP,B,RG,LR,0,0,10,winter
631,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,10,winter
631,130,1,1,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,10,winter
631,131,1,0,2.59,2.59,2.59,0,TSN,S,RG,LR,0,0,10,winter
632,16,0,0,1.19,0,0,0,ARM,S,RG,SM,0,0,10,winter
632,17,1,2,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,10,winter
632,19,0,0,3.102,0,0,0,ARM,S,RG,LR,0,0,10,winter
632,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,10,winter
632,23,3,0,2.821,2.29,2.99,0.7,BNC,S,RG,MD,0,4,10,winter
632,25,0,1,1.69,0,0,0,BNC,S,ST,SM,0,0,10,winter
632,26,1,2,2.818,2.29,2.99,0.7,BNC,S,ST,MD,3,0,10,winter
632,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,10,winter
632,29,1,1,2.821,2.29,2.99,0.7,BNC,S,UN,MD,0,0,10,winter
632,30,1,1,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,10,winter
632,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,10,winter
632,32,0,1,1.79,0,0,0,CLF,S,RG,MD,0,0,10,winter
632,34,0,0,5.218,0,0,0,DWN,B,RG,XL,4,0,10,winter
632,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,10,winter
632,36,0,1,1.79,0,0,0,DWN,B,RG,SM,0,0,10,winter
632,37,1,1,3.19,3.19,3.19,0,DWN,B,RG,MD,4,0,10,winter
632,38,0,0,4.39,0,0,0,DWN,B,RG,LR,4,0,10,winter
632,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,0,10,winter
632,40,0,1,1.767,0,0,0,DWN,B,LT,SM,0,0,10,winter
632,41,0,0,3.19,0,0,0,DWN,B,LT,MD,4,0,10,winter
632,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,10,winter
632,44,3,3,2.743,2.69,2.69,0,DWN,F,RG,SM,0,0,10,winter
632,45,0,0,4.905,0,0,0,DWN,F,RG,MD,0,0,10,winter
632,46,5,6,2.743,2.69,2.69,0,DWN,F,LT,SM,0,2,10,winter
632,50,3,2,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,10,winter
632,51,2,1,2.848,2.99,2.99,0,DWN,S,RG,MD,0,0,10,winter
632,53,0,0,2.848,0,0,0,DWN,S,LT,MD,2,0,10,winter
632,61,0,0,1.378,0,0,0,FNT,B,RG,SM,0,0,10,winter
632,62,2,2,2.509,2.39,2.39,0,FNT,B,RG,MD,0,0,10,winter
632,63,0,0,3.457,0,0,0,FNT,B,RG,LR,0,0,10,winter
632,65,3,1,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,10,winter
632,66,1,0,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,10,winter
632,72,1,2,1.928,1.89,1.89,0,GEN,S,UN,LR,0,0,10,winter
632,78,0,1,3.169,0,0,0,PRL,B,RG,XL,0,0,10,winter
632,80,0,1,1.109,0,0,0,PRL,B,RG,SM,0,0,10,winter
632,82,5,2,1.49,1.49,1.49,0,PRL,B,RG,MD,3,0,10,winter
632,88,3,0,1.19,1.19,1.19,0,PRL,L,RG,XL,0,0,10,winter
632,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,10,winter
632,91,0,0,4.184,0,0,0,PRL,L,RG,XL,0,0,10,winter
632,93,2,1,1.105,0.99,0.99,0,PRL,L,RG,MD,0,0,10,winter
632,95,0,0,3.378,0,0,0,PRL,S,RG,XL,0,1,10,winter
632,97,6,7,1.177,0.99,0.99,0,PRL,S,RG,MD,0,0,10,winter
632,99,0,1,2.072,0,0,0,PRL,S,RG,LR,0,0,10,winter
632,103,3,3,1.182,0.99,0.99,0,PRL,S,UN,MD,0,1,10,winter
632,104,0,0,3.99,0,0,0,SNG,B,RG,XL,4,0,10,winter
632,106,0,0,1.985,0,0,0,SNG,B,RG,SM,0,0,10,winter
632,107,13,26,3.38,1.99,3.39,1.4,SNG,B,RG,MD,4,0,10,winter
632,108,1,0,4.078,3.99,3.99,0,SNG,B,RG,LR,0,0,10,winter
632,111,8,26,3.38,1.99,3.39,1.4,SNG,B,LT,MD,0,0,10,winter
632,112,1,0,4.078,3.99,3.99,0,SNG,B,LT,LR,0,0,10,winter
632,114,2,2,1.273,1.29,1.29,0,SNG,S,RG,SM,0,0,10,winter
632,115,7,3,2.875,1.99,2.99,1,SNG,S,RG,MD,2,0,10,winter
632,116,0,0,3.29,0,0,0,SNG,S,RG,LR,0,0,10,winter
632,118,11,1,2.74,1.99,2.99,1,SNG,S,LT,MD,2,0,10,winter
632,124,2,0,2.258,2.29,2.29,0,STP,B,RG,MD,0,0,10,winter
632,125,3,0,3.346,3.29,3.29,0,STP,B,RG,LR,0,0,10,winter
632,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,10,winter
632,130,1,1,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,10,winter
632,131,0,1,2.59,0,0,0,TSN,S,RG,LR,0,0,10,winter
633,16,0,0,1.19,0,0,0,ARM,S,RG,SM,0,0,10,winter
633,17,2,1,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,10,winter
633,19,1,0,3.102,2.99,2.99,0,ARM,S,RG,LR,0,0,10,winter
633,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,10,winter
633,23,2,3,2.821,2.29,2.99,0.7,BNC,S,RG,MD,0,4,10,winter
633,25,2,0,1.69,1.69,1.69,0,BNC,S,ST,SM,0,0,10,winter
633,26,0,1,2.818,0,0,0,BNC,S,ST,MD,3,0,10,winter
633,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,10,winter
633,29,0,1,2.821,0,0,0,BNC,S,UN,MD,0,0,10,winter
633,30,0,1,0.99,0,0,0,CLF,S,RG,SM,0,0,10,winter
633,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,10,winter
633,32,1,0,1.79,1.79,1.79,0,CLF,S,RG,MD,0,0,10,winter
633,34,0,0,5.218,0,0,0,DWN,B,RG,XL,4,0,10,winter
633,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,10,winter
633,36,0,0,1.79,0,0,0,DWN,B,RG,SM,0,0,10,winter
633,37,0,1,3.19,0,0,0,DWN,B,RG,MD,4,0,10,winter
633,38,1,0,4.39,4.39,4.39,0,DWN,B,RG,LR,4,0,10,winter
633,39,0,0,5.166,0,0,0,DWN,B,LT,XL,7,0,10,winter
633,40,0,0,1.767,0,0,0,DWN,B,LT,SM,0,0,10,winter
633,41,0,0,3.19,0,0,0,DWN,B,LT,MD,4,0,10,winter
633,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,10,winter
633,44,7,3,2.743,2.69,2.69,0,DWN,F,RG,SM,0,0,10,winter
633,45,0,0,4.905,0,0,0,DWN,F,RG,MD,0,0,10,winter
633,46,3,5,2.743,2.69,2.69,0,DWN,F,LT,SM,0,2,10,winter
633,50,3,3,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,10,winter
633,51,1,2,2.848,2.99,2.99,0,DWN,S,RG,MD,2,0,10,winter
633,53,0,0,2.848,0,0,0,DWN,S,LT,MD,2,0,10,winter
633,61,0,0,1.378,0,0,0,FNT,B,RG,SM,0,0,10,winter
633,62,2,2,2.509,2.39,2.39,0,FNT,B,RG,MD,0,0,10,winter
633,63,0,0,3.457,0,0,0,FNT,B,RG,LR,0,0,10,winter
633,65,1,3,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,10,winter
633,66,2,1,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,10,winter
633,72,1,1,1.928,1.89,1.89,0,GEN,S,UN,LR,0,0,10,winter
633,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,10,winter
633,80,0,0,1.109,0,0,0,PRL,B,RG,SM,0,0,10,winter
633,82,0,5,1.49,0,0,0,PRL,B,RG,MD,0,0,10,winter
633,88,0,3,1.19,0,0,0,PRL,L,RG,XL,0,0,10,winter
633,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,10,winter
633,91,1,0,4.184,4.29,4.29,0,PRL,L,RG,XL,0,0,10,winter
633,93,1,2,1.105,0.99,0.99,0,PRL,L,RG,MD,0,0,10,winter
633,95,0,0,3.378,0,0,0,PRL,S,RG,XL,0,1,10,winter
633,97,7,6,1.177,0.99,0.99,0,PRL,S,RG,MD,0,0,10,winter
633,99,0,0,2.072,0,0,0,PRL,S,RG,LR,0,0,10,winter
633,103,3,3,1.182,0.99,0.99,0,PRL,S,UN,MD,0,0,10,winter
633,104,7,0,3.99,3.99,3.99,0,SNG,B,RG,XL,4,0,10,winter
633,106,0,0,1.985,0,0,0,SNG,B,RG,SM,0,0,10,winter
633,107,27,13,3.38,1.99,3.39,1.4,SNG,B,RG,MD,4,0,10,winter
633,108,0,1,4.078,0,0,0,SNG,B,RG,LR,0,0,10,winter
633,111,3,8,3.38,1.99,3.39,1.4,SNG,B,LT,MD,0,0,10,winter
633,112,0,1,4.078,0,0,0,SNG,B,LT,LR,0,0,10,winter
633,114,5,2,1.273,1.29,1.29,0,SNG,S,RG,SM,0,0,10,winter
633,115,9,7,2.875,1.99,2.99,1,SNG,S,RG,MD,2,0,10,winter
633,116,0,0,3.29,0,0,0,SNG,S,RG,LR,0,0,10,winter
633,118,7,11,2.74,1.99,2.99,1,SNG,S,LT,MD,2,0,10,winter
633,124,0,2,2.258,0,0,0,STP,B,RG,MD,0,0,10,winter
633,125,18,3,3.346,1.64,3.29,1.65,STP,B,RG,LR,0,0,10,winter
633,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,10,winter
633,130,1,1,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,10,winter
633,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,10,winter
634,16,0,0,1.19,0,0,0,ARM,S,RG,SM,0,0,10,winter
634,17,6,2,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,10,winter
634,19,2,1,3.102,2.99,2.99,0,ARM,S,RG,LR,0,0,10,winter
634,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,10,winter
634,23,1,2,2.821,2.29,2.99,0.7,BNC,S,RG,MD,0,4,10,winter
634,25,2,2,1.69,1.69,1.69,0,BNC,S,ST,SM,0,0,10,winter
634,26,1,0,2.818,2.29,2.99,0.7,BNC,S,ST,MD,3,0,10,winter
634,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,10,winter
634,29,0,0,2.821,0,0,0,BNC,S,UN,MD,0,0,10,winter
634,30,2,0,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,10,winter
634,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,10,winter
634,32,0,1,1.79,0,0,0,CLF,S,RG,MD,0,0,10,winter
634,34,0,0,5.218,0,0,0,DWN,B,RG,XL,0,4,10,winter
634,35,0,0,1.29,0,0,0,DWN,B,RG,SM,0,0,10,winter
634,36,0,0,1.79,0,0,0,DWN,B,RG,SM,0,0,10,winter
634,37,2,0,3.19,3.19,3.19,0,DWN,B,RG,MD,4,0,10,winter
634,38,0,1,4.39,0,0,0,DWN,B,RG,LR,4,0,10,winter
634,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,4,10,winter
634,40,0,0,1.767,0,0,0,DWN,B,LT,SM,0,0,10,winter
634,41,1,0,3.19,3.19,3.19,0,DWN,B,LT,MD,4,0,10,winter
634,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,10,winter
634,44,8,7,2.743,2.69,2.69,0,DWN,F,RG,SM,0,0,10,winter
634,45,0,0,4.905,0,0,0,DWN,F,RG,MD,0,0,10,winter
634,46,6,3,2.743,2.69,2.69,0,DWN,F,LT,SM,0,2,10,winter
634,50,3,3,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,10,winter
634,51,4,1,2.848,2.99,2.99,0,DWN,S,RG,MD,2,0,10,winter
634,53,2,0,2.848,2.99,2.99,0,DWN,S,LT,MD,2,0,10,winter
634,61,0,0,1.378,0,0,0,FNT,B,RG,SM,0,0,10,winter
634,62,1,2,2.509,2.39,2.39,0,FNT,B,RG,MD,0,0,10,winter
634,63,2,0,3.457,2.99,3.49,0.5,FNT,B,RG,LR,0,0,10,winter
634,65,2,1,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,10,winter
634,66,1,2,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,10,winter
634,72,1,1,1.928,1.89,1.89,0,GEN,S,UN,LR,0,0,10,winter
634,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,10,winter
634,80,0,0,1.109,0,0,0,PRL,B,RG,SM,0,0,10,winter
634,82,0,0,1.49,0,0,0,PRL,B,RG,MD,0,0,10,winter
634,88,1,0,1.19,1.19,1.19,0,PRL,L,RG,XL,0,0,10,winter
634,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,10,winter
634,91,1,1,4.184,4.29,4.29,0,PRL,L,RG,XL,0,0,10,winter
634,93,1,1,1.105,0.99,0.99,0,PRL,L,RG,MD,0,0,10,winter
634,95,2,0,3.378,3.49,3.49,0,PRL,S,RG,XL,0,1,10,winter
634,97,7,7,1.177,0.99,0.99,0,PRL,S,RG,MD,0,0,10,winter
634,99,1,0,2.072,1.99,1.99,0,PRL,S,RG,LR,0,0,10,winter
634,103,0,3,1.182,0,0,0,PRL,S,UN,MD,0,0,10,winter
634,104,5,7,3.99,3.99,3.99,0,SNG,B,RG,XL,7,0,10,winter
634,106,0,0,1.985,0,0,0,SNG,B,RG,SM,0,0,10,winter
634,107,9,27,3.38,1.99,3.39,1.4,SNG,B,RG,MD,4,0,10,winter
634,108,0,0,4.078,0,0,0,SNG,B,RG,LR,0,0,10,winter
634,111,4,3,3.38,1.99,3.39,1.4,SNG,B,LT,MD,0,0,10,winter
634,112,0,0,4.078,0,0,0,SNG,B,LT,LR,0,0,10,winter
634,114,0,5,1.273,0,0,0,SNG,S,RG,SM,0,0,10,winter
634,115,7,9,2.875,1.99,2.99,1,SNG,S,RG,MD,2,0,10,winter
634,116,0,0,3.29,0,0,0,SNG,S,RG,LR,0,0,10,winter
634,118,3,7,2.74,1.99,2.99,1,SNG,S,LT,MD,2,0,10,winter
634,124,2,0,2.258,2.29,2.29,0,STP,B,RG,MD,0,0,10,winter
634,125,1,18,3.346,3.29,3.29,0,STP,B,RG,LR,0,0,10,winter
634,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,10,winter
634,130,1,1,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,10,winter
634,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,10,winter
635,16,0,0,1.19,0,0,0,ARM,S,RG,SM,0,0,11,winter
635,17,4,6,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,11,winter
635,19,0,2,3.102,0,0,0,ARM,S,RG,LR,0,0,11,winter
635,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,11,winter
635,23,0,1,2.821,0,0,0,BNC,S,RG,MD,0,4,11,winter
635,25,2,2,1.69,1.69,1.69,0,BNC,S,ST,SM,0,0,11,winter
635,26,0,1,2.818,0,0,0,BNC,S,ST,MD,3,0,11,winter
635,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,11,winter
635,29,1,0,2.821,2.99,2.99,0,BNC,S,UN,MD,0,2,11,winter
635,30,1,2,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,11,winter
635,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,11,winter
635,32,0,0,1.79,0,0,0,CLF,S,RG,MD,0,0,11,winter
635,34,0,0,5.218,0,0,0,DWN,B,RG,XL,0,0,11,winter
635,35,1,0,1.29,1.29,1.29,0,DWN,B,RG,SM,0,0,11,winter
635,36,0,0,1.79,0,0,0,DWN,B,RG,SM,0,0,11,winter
635,37,5,2,3.19,2.89,3.19,0.3,DWN,B,RG,MD,4,0,11,winter
635,38,0,0,4.39,0,0,0,DWN,B,RG,LR,0,0,11,winter
635,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,0,11,winter
635,40,0,0,1.767,0,0,0,DWN,B,LT,SM,0,0,11,winter
635,41,1,1,3.19,2.89,3.19,0.3,DWN,B,LT,MD,4,0,11,winter
635,42,0,0,4.362,0,0,0,DWN,B,LT,LR,4,0,11,winter
635,44,38,8,2.743,1.5,2.69,1.19,DWN,F,RG,SM,0,0,11,winter
635,45,0,0,4.905,0,0,0,DWN,F,RG,MD,0,0,11,winter
635,46,38,6,2.743,1.5,2.69,1.19,DWN,F,LT,SM,0,0,11,winter
635,50,3,3,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,11,winter
635,51,13,4,2.848,1.99,2.99,1,DWN,S,RG,MD,2,0,11,winter
635,53,13,2,2.848,1.99,2.99,1,DWN,S,LT,MD,2,0,11,winter
635,61,1,0,1.378,1.39,1.39,0,FNT,B,RG,SM,0,0,11,winter
635,62,1,1,2.509,2.39,2.39,0,FNT,B,RG,MD,0,0,11,winter
635,63,1,2,3.457,2.99,3.49,0.5,FNT,B,RG,LR,0,0,11,winter
635,65,3,2,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,11,winter
635,66,1,1,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,11,winter
635,72,1,1,1.928,1.59,1.89,0.3,GEN,S,UN,LR,0,0,11,winter
635,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,11,winter
635,80,1,0,1.109,1.09,1.09,0,PRL,B,RG,SM,0,0,11,winter
635,82,0,0,1.49,0,0,0,PRL,B,RG,MD,0,0,11,winter
635,88,1,1,1.19,1.19,1.19,0,PRL,L,RG,XL,0,0,11,winter
635,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,11,winter
635,91,1,1,4.184,2.99,4.29,1.3,PRL,L,RG,XL,0,1,11,winter
635,93,1,1,1.105,0.99,0.99,0,PRL,L,RG,MD,0,0,11,winter
635,95,0,2,3.378,0,0,0,PRL,S,RG,XL,0,1,11,winter
635,97,3,7,1.177,0.99,0.99,0,PRL,S,RG,MD,0,0,11,winter
635,99,0,1,2.072,0,0,0,PRL,S,RG,LR,0,0,11,winter
635,103,4,0,1.182,0.99,0.99,0,PRL,S,UN,MD,0,0,11,winter
635,104,0,5,3.99,0,0,0,SNG,B,RG,XL,7,0,11,winter
635,106,0,0,1.985,0,0,0,SNG,B,RG,SM,0,0,11,winter
635,107,8,9,3.38,1.99,3.39,1.4,SNG,B,RG,MD,0,0,11,winter
635,108,0,0,4.078,0,0,0,SNG,B,RG,LR,0,0,11,winter
635,111,4,4,3.38,1.99,3.39,1.4,SNG,B,LT,MD,0,0,11,winter
635,112,0,0,4.078,0,0,0,SNG,B,LT,LR,0,0,11,winter
635,114,1,0,1.273,1.29,1.29,0,SNG,S,RG,SM,0,0,11,winter
635,115,1,7,2.875,1.99,2.99,1,SNG,S,RG,MD,2,0,11,winter
635,116,1,0,3.29,3.29,3.29,0,SNG,S,RG,LR,0,0,11,winter
635,118,4,3,2.74,1.99,2.99,1,SNG,S,LT,MD,2,0,11,winter
635,124,1,2,2.258,2.29,2.29,0,STP,B,RG,MD,0,0,11,winter
635,125,7,1,3.346,3.29,3.29,0,STP,B,RG,LR,0,0,11,winter
635,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,11,winter
635,130,2,1,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,11,winter
635,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,11,winter
636,16,0,0,1.19,0,0,0,ARM,S,RG,SM,0,0,11,winter
636,17,4,4,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,11,winter
636,19,1,0,3.102,2.99,2.99,0,ARM,S,RG,LR,0,0,11,winter
636,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,11,winter
636,23,1,0,2.821,2.99,2.99,0,BNC,S,RG,MD,0,4,11,winter
636,25,2,2,1.69,1.69,1.69,0,BNC,S,ST,SM,0,0,11,winter
636,26,2,0,2.818,2.99,2.99,0,BNC,S,ST,MD,3,0,11,winter
636,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,0,11,winter
636,29,1,1,2.821,2.99,2.99,0,BNC,S,UN,MD,0,2,11,winter
636,30,2,1,0.99,0.99,0.99,0,CLF,S,RG,SM,0,0,11,winter
636,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,11,winter
636,32,1,0,1.79,1.79,1.79,0,CLF,S,RG,MD,0,0,11,winter
636,34,1,0,5.218,5.39,5.39,0,DWN,B,RG,XL,0,0,11,winter
636,35,3,1,1.29,1.29,1.29,0,DWN,B,RG,SM,0,3,11,winter
636,36,0,0,1.79,0,0,0,DWN,B,RG,SM,0,0,11,winter
636,37,1,5,3.19,2.89,3.19,0.3,DWN,B,RG,MD,4,0,11,winter
636,38,1,0,4.39,4.39,4.39,0,DWN,B,RG,LR,0,0,11,winter
636,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,0,11,winter
636,40,0,0,1.767,0,0,0,DWN,B,LT,SM,0,0,11,winter
636,41,1,1,3.19,2.89,3.19,0.3,DWN,B,LT,MD,4,0,11,winter
636,42,0,0,4.362,0,0,0,DWN,B,LT,LR,0,0,11,winter
636,44,7,38,2.743,2.69,2.69,0,DWN,F,RG,SM,0,0,11,winter
636,45,1,0,4.905,4.59,4.99,0.4,DWN,F,RG,MD,0,0,11,winter
636,46,6,38,2.743,2.69,2.69,0,DWN,F,LT,SM,0,0,11,winter
636,50,3,3,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,11,winter
636,51,7,13,2.848,2.39,2.99,0.6,DWN,S,RG,MD,2,0,11,winter
636,53,7,13,2.848,2.39,2.99,0.6,DWN,S,LT,MD,2,0,11,winter
636,61,0,1,1.378,0,0,0,FNT,B,RG,SM,0,0,11,winter
636,62,3,1,2.509,2.19,2.39,0.2,FNT,B,RG,MD,0,0,11,winter
636,63,0,1,3.457,0,0,0,FNT,B,RG,LR,0,0,11,winter
636,65,2,3,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,11,winter
636,66,1,1,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,11,winter
636,72,0,1,1.928,0,0,0,GEN,S,UN,LR,0,0,11,winter
636,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,11,winter
636,80,0,1,1.109,0,0,0,PRL,B,RG,SM,0,0,11,winter
636,82,1,0,1.49,1.49,1.49,0,PRL,B,RG,MD,0,0,11,winter
636,88,0,1,1.19,0,0,0,PRL,L,RG,XL,0,0,11,winter
636,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,11,winter
636,91,2,1,4.184,2.99,4.29,1.3,PRL,L,RG,XL,0,1,11,winter
636,93,0,1,1.105,0,0,0,PRL,L,RG,MD,0,0,11,winter
636,95,1,0,3.378,3.19,3.49,0.3,PRL,S,RG,XL,0,1,11,winter
636,97,9,3,1.177,0.99,0.99,0,PRL,S,RG,MD,0,0,11,winter
636,99,0,0,2.072,0,0,0,PRL,S,RG,LR,0,0,11,winter
636,103,1,4,1.182,0.99,0.99,0,PRL,S,UN,MD,0,0,11,winter
636,104,0,0,3.99,0,0,0,SNG,B,RG,XL,0,0,11,winter
636,106,1,0,1.985,1.99,1.99,0,SNG,B,RG,SM,0,0,11,winter
636,107,2,8,3.38,1.99,3.39,1.4,SNG,B,RG,MD,0,0,11,winter
636,108,1,0,4.078,3.99,3.99,0,SNG,B,RG,LR,0,0,11,winter
636,111,1,4,3.38,1.99,3.39,1.4,SNG,B,LT,MD,0,0,11,winter
636,112,0,0,4.078,0,0,0,SNG,B,LT,LR,0,0,11,winter
636,114,3,1,1.273,1.29,1.29,0,SNG,S,RG,SM,0,0,11,winter
636,115,1,1,2.875,1.99,2.99,1,SNG,S,RG,MD,2,0,11,winter
636,116,0,1,3.29,0,0,0,SNG,S,RG,LR,0,0,11,winter
636,118,2,4,2.74,1.99,2.99,1,SNG,S,LT,MD,2,0,11,winter
636,124,1,1,2.258,2.29,2.29,0,STP,B,RG,MD,0,0,11,winter
636,125,33,7,3.346,1.64,3.29,1.65,STP,B,RG,LR,0,0,11,winter
636,126,0,0,1.967,0,0,0,STP,F,RG,SM,0,0,11,winter
636,130,2,2,1.826,1.79,1.79,0,TSN,S,RG,MD,0,0,11,winter
636,131,0,0,2.59,0,0,0,TSN,S,RG,LR,0,0,11,winter
637,16,0,0,1.19,0,0,0,ARM,S,RG,SM,0,0,11,winter
637,17,2,4,2.041,1.99,1.99,0,ARM,S,RG,MD,0,0,11,winter
637,19,1,1,3.102,2.99,2.99,0,ARM,S,RG,LR,0,0,11,winter
637,20,0,0,6.178,0,0,0,BNC,S,RG,XL,0,0,11,winter
637,23,3,1,2.821,2.99,2.99,0,BNC,S,RG,MD,0,4,11,winter
637,25,1,2,1.69,1.69,1.69,0,BNC,S,ST,SM,0,0,11,winter
637,26,0,2,2.818,0,0,0,BNC,S,ST,MD,3,0,11,winter
637,27,0,0,3.876,0,0,0,BNC,S,ST,LR,0,1,11,winter
637,29,0,1,2.821,0,0,0,BNC,S,UN,MD,0,0,11,winter
637,30,0,2,0.99,0,0,0,CLF,S,RG,SM,0,0,11,winter
637,31,0,0,1.29,0,0,0,CLF,S,RG,SM,0,0,11,winter
637,32,1,1,1.79,1.79,1.79,0,CLF,S,RG,MD,0,0,11,winter
637,34,0,1,5.218,0,0,0,DWN,B,RG,XL,0,0,11,winter
637,35,0,3,1.29,0,0,0,DWN,B,RG,SM,0,0,11,winter
637,36,1,0,1.79,1.79,1.79,0,DWN,B,RG,SM,0,0,11,winter
637,37,1,1,3.19,2.89,3.19,0.3,DWN,B,RG,MD,4,0,11,winter
637,38,0,1,4.39,0,0,0,DWN,B,RG,LR,0,0,11,winter
637,39,0,0,5.166,0,0,0,DWN,B,LT,XL,0,0,11,winter
637,40,1,0,1.767,1.79,1.79,0,DWN,B,LT,SM,0,0,11,winter
637,41,0,1,3.19,0,0,0,DWN,B,LT,MD,4,0,11,winter
637,42,0,0,4.362,0,0,0,DWN,B,LT,LR,0,0,11,winter
637,44,0,7,2.743,0,0,0,DWN,F,RG,SM,0,2,11,winter
637,45,0,1,4.905,0,0,0,DWN,F,RG,MD,4,0,11,winter
637,46,9,6,2.743,2.69,2.69,0,DWN,F,LT,SM,0,0,11,winter
637,50,1,3,1.89,1.89,1.89,0,DWN,S,RG,SM,0,0,11,winter
637,51,1,7,2.848,2.39,2.99,0.6,DWN,S,RG,MD,2,0,11,winter
637,53,3,7,2.848,2.39,2.99,0.6,DWN,S,LT,MD,2,0,11,winter
637,61,1,0,1.378,1.39,1.39,0,FNT,B,RG,SM,0,0,11,winter
637,62,2,3,2.509,2.19,2.39,0.2,FNT,B,RG,MD,0,0,11,winter
637,63,0,0,3.457,0,0,0,FNT,B,RG,LR,0,0,11,winter
637,65,4,2,1.09,1.09,1.09,0,GEN,B,RG,XL,0,0,11,winter
637,66,0,1,1.09,0,0,0,GEN,B,RG,XL,0,0,11,winter
637,72,1,0,1.928,1.59,1.89,0.3,GEN,S,UN,LR,0,0,11,winter
637,78,0,0,3.169,0,0,0,PRL,B,RG,XL,0,0,11,winter
637,80,0,0,1.109,0,0,0,PRL,B,RG,SM,0,0,11,winter
637,82,0,1,1.49,0,0,0,PRL,B,RG,MD,0,0,11,winter
637,88,1,0,1.19,1.19,1.19,0,PRL,L,RG,XL,0,0,11,winter
637,89,0,0,1.672,0,0,0,PRL,L,LT,MD,0,0,11,winter
